left_elbow,right_elbow,left_knee,right_knee,left_shoulder,right_shoulder,hip,label
133.43347043399785,133.7844666845859,36.00448622756246,33.075563476613816,52.96327224797895,60.18722631850087,57.92409061348008,Butterfly_pose
150.4404894368328,142.43095287042186,20.692165181886633,34.09287705741311,74.51087092981918,68.30841590482008,32.238553476702776,Butterfly_pose
127.79967134953574,133.40670747463128,29.382330007820254,30.366306033751677,41.24918444236476,59.931729626391494,55.886953178449616,Butterfly_pose
137.77293533128196,140.54506634801237,27.120605213144646,23.52455127495946,58.93446176677493,56.90711507013351,50.0367733176685,Butterfly_pose
155.48510470366423,158.39771885118006,29.75745179709678,10.494235645396751,85.17207529694643,83.82523570475169,43.216670962087235,Butterfly_pose
139.97131648330486,144.1756201256139,29.43753574694011,25.438674343538857,51.98837153086792,59.388015100075485,68.4512156614474,Butterfly_pose
143.95184792587042,151.43406533903996,25.120162861720132,22.239898637462503,43.48170205389485,48.08923738615287,71.75876267508596,Butterfly_pose
144.93206671180957,119.4029443300319,36.49522365804247,64.87857511318418,67.2815005433807,25.58704789893478,47.392702697738386,Butterfly_pose
146.39616732347233,130.4626395470737,14.76691811897185,20.209378072244977,72.68531308107802,61.003773750439784,33.86891225244481,Butterfly_pose
119.511776411998,136.80445001812544,83.57565293088204,57.92889448303055,61.842302055719124,82.68896271487068,102.98338962559937,Butterfly_pose
109.57667355869214,127.77506903526046,139.51783237169164,166.36873689379743,64.64318605330699,59.61112837825903,174.07123298129656,Butterfly_pose
127.33766413216593,129.68102528663675,20.739141960957117,24.152724265906887,43.394675271541125,24.865438063646128,67.92705938252483,Butterfly_pose
136.50140236558926,144.80542321251804,19.56218438782102,20.995110080620407,78.39685613992062,84.75116887385049,36.13942545124798,Butterfly_pose
110.16815268534157,125.50685779943865,108.99636849073143,94.4177964160304,17.322241471088365,25.57255871777132,95.99047759274926,Butterfly_pose
148.40479431546498,145.15751303004407,32.89717475111575,28.189653529344668,83.11370000221552,81.54247692226127,52.291713913203985,Butterfly_pose
135.18039191499264,138.77811483475,40.44989743759031,35.682354984151054,23.526020839822777,32.27822236785647,50.201923386057864,Butterfly_pose
80.75991488702431,96.85265783295735,32.81302398703826,24.860557008325113,34.54083719153349,46.193917494546994,103.73832851187305,Butterfly_pose
142.50295165338312,162.50178138260932,62.82253489007832,43.62215379380119,50.05389196196554,71.18016950095019,40.10852626496604,Butterfly_pose
140.79062737251124,128.5281099580238,56.53978976242007,50.46958009669789,60.86368630977437,51.31262422846168,42.03763965495886,Butterfly_pose
102.83345393091948,102.97935419572242,39.66659816446471,42.52971811592839,44.0976834255594,46.52590717671995,51.69946248797673,Butterfly_pose
127.19291114121913,127.39486589748837,58.78687468494579,48.06800142880145,39.06059440267884,43.806225828301685,81.50314797457138,Butterfly_pose
158.5424205671719,152.93903336746473,50.191518573562135,78.76834242469788,176.04460503841952,171.81884865978435,69.38092121291203,Butterfly_pose
143.56717417841617,145.40106329147594,28.962717605833518,26.87428879397393,70.04165473457323,73.566290928439,57.41335721619194,Butterfly_pose
158.38281624694704,159.84058151052548,35.828206075564175,28.555548970440267,93.97282598132651,94.12862260828277,44.904463068636865,Butterfly_pose
138.1386607479914,146.95585335084434,23.4614031118451,22.19871219238488,59.05158565274342,66.35788559927353,56.48006836673373,Butterfly_pose
142.7603864486771,130.82276000085318,42.69351487272444,52.33089373618608,34.24841560497034,27.177449562740584,53.866986657389056,Butterfly_pose
143.33682545871216,149.853193795774,12.175887669414402,12.448452416050463,84.9466753630075,90.74201703405646,57.685698177989295,Butterfly_pose
143.4119680213068,151.13369774112675,38.33110295620637,34.924525278869176,67.19871328384187,73.03862761820835,56.36118029549141,Butterfly_pose
153.46883685435327,139.22829439394528,10.965995247703054,11.737353663166347,74.14843393005984,64.75915268812473,31.35980742623929,Butterfly_pose
115.5251747137139,105.60059229988906,29.0450687755161,28.199586808366114,55.671477434794774,45.43719909995451,43.70504754184487,Butterfly_pose
131.63042149839563,140.29349347667178,35.24839231051773,33.55239487766909,63.48943046918809,71.02502758662595,56.3613938837375,Butterfly_pose
140.81294795244722,146.1694455761789,17.850969203693996,17.335694026993355,77.20315026687865,81.53127597804406,43.24786131223236,Butterfly_pose
142.92277166380356,129.31578743316183,44.73663781547211,28.08455751793226,70.31219606514014,41.65435768722528,38.84598007930067,Butterfly_pose
143.2780007880181,143.32755159452776,29.096786581266862,39.54790684158433,68.780780515665,67.21906681224225,52.501506617530104,Butterfly_pose
133.2840199602487,143.00804707234389,24.67418883546675,31.33940093905368,60.99502028461019,67.3417036314822,47.33646192453895,Butterfly_pose
134.2926985288074,132.44336360903455,94.14221656965138,158.64361782795118,57.59800715872611,56.52659447979752,64.03493073565132,Butterfly_pose
139.05571668036472,117.82716410267412,97.83593727373085,74.15257665369307,9.641780533379313,62.855271405717815,81.53590501584671,Butterfly_pose
127.63555355226968,158.5639477514199,37.16288353610698,34.74034941955508,73.7024173117786,97.78231561254731,27.79484064034216,Butterfly_pose
150.897374483236,144.03045061796237,19.51053450535695,26.609664218931368,82.78156920800598,82.30481912612122,42.32958857528621,Butterfly_pose
94.38477755458243,97.96821383875779,14.454607586154799,16.326909945069044,98.88707807388185,105.82472507272678,24.9691384028299,Butterfly_pose
128.78168478464076,135.7514259965133,26.126104610324298,26.17883576120409,29.07816986166088,40.48819058736313,65.05211503959339,Butterfly_pose
136.8258752134973,143.91645763670905,20.57536232982492,17.92261581816596,57.69800632777552,63.54589331951786,53.08934406436678,Butterfly_pose
150.08868785825524,142.1495116491656,12.689779309304358,21.25054398825092,79.2945055213286,70.90050746901974,37.569269369552366,Butterfly_pose
141.21477887866718,140.37865248775086,19.97529060219555,22.41991036879899,60.14490109515496,61.414929182475355,32.97186122384056,Butterfly_pose
147.68728889582343,122.32536121879185,21.868740764795287,32.718747380542794,59.602101007978135,23.114105978237586,49.94248640701582,Butterfly_pose
122.16695516799182,130.67652114972876,167.84461172920305,86.44684054274354,35.83940914747992,31.107311392117204,79.21834661156365,Butterfly_pose
167.18967161433488,164.93062343368786,110.66809011701719,103.57515175319928,48.31555146393082,44.484418422412986,100.94258423244172,Butterfly_pose
141.72670134068005,175.49413605179393,28.59427458530032,33.62425169893067,18.49988929095871,118.71040475429957,101.33392359057085,Cow_face_pose
105.77907701829328,97.77365330467771,25.316271558474067,41.57639133458313,31.203762403723623,134.25012282689275,58.300566909054865,Cow_face_pose
69.1855172481818,64.39529396099513,26.302125408133257,37.9761250936506,167.3296679106129,21.56635800082248,95.12298739967055,Cow_face_pose
117.74092995948874,131.75842312022988,32.93054019536641,38.548764018026034,18.57368766786389,175.5278718285448,121.11972644734787,Cow_face_pose
21.5405653863363,41.061113586601756,35.24791897027078,30.225672534316935,53.29187218740361,146.36255793859377,80.68968513573381,Cow_face_pose
91.33804211393416,54.38945907680749,42.11399756452971,24.773154334735324,51.01506207064432,129.68013500383475,74.77327077055506,Cow_face_pose
142.91363491414785,161.22016169613187,33.13883865177769,66.86410484465793,32.755066145954096,119.67440320193776,119.44062543430482,Cow_face_pose
97.67917761068603,157.21197227308684,28.642786710861444,41.93201398058914,16.089040485919483,146.44180888432282,107.99478642818673,Cow_face_pose
119.29335030527476,110.71946206457443,36.92623162665302,24.001524162885502,51.06028702871714,135.43327692824587,90.2935669893526,Cow_face_pose
147.44592236404364,167.84813394322936,30.114649195827713,30.711750596470313,14.388082024641838,115.4120637153924,106.0397259827454,Cow_face_pose
131.31202520049672,152.78902991925753,31.28006058123212,42.691036790684834,22.945598856307633,155.42321455088359,112.57154120555401,Cow_face_pose
28.577896134754887,55.23499678662948,33.47504840067638,29.727193915950693,56.29754420935481,163.4401625998836,74.09989811940517,Cow_face_pose
139.64125343660046,144.27221780780772,36.802150503016136,20.54951870715729,93.50767848853508,120.58635380053175,56.00190787000876,Cow_face_pose
79.59199506802513,64.26912962573176,25.558740084846068,36.69720087962552,170.74756230019113,21.419157276937447,98.25230418805482,Cow_face_pose
67.81750689199566,67.23997531119183,27.598532978611175,53.87657894057317,44.27027863256834,145.60913557042798,111.1553418595591,Cow_face_pose
96.00632631807801,147.61545003589222,32.68573095057717,51.37710205380893,159.48101138645828,69.6391122818317,88.01315796877896,Cow_face_pose
119.39892808417171,126.29115227759266,36.653912905882294,30.105094823316776,156.82002695461674,45.5749615698466,102.69624650674479,Cow_face_pose
95.56129540622557,162.87842098799862,25.983375084791895,40.61157832081506,13.784676430409807,130.4294566714813,94.67951456126723,Cow_face_pose
152.20389662819605,143.44567906315223,19.993699259586503,27.49289608961963,123.6770646964834,111.58009731829549,47.28702434513183,Cow_face_pose
116.50773624111257,170.53137255251914,23.780644408821157,31.05647724731491,14.289773037346485,110.14656917530283,108.04220721991115,Cow_face_pose
152.74167711213462,91.55277954302956,21.78545707801846,38.00581159194057,81.55553621182055,72.5454854248853,99.13893815249371,Cow_face_pose
163.61801551764017,122.72998935210033,13.583700446143899,13.465036450090736,95.14630576212097,88.35586745770324,100.24748193947839,Cow_face_pose
160.95097786176527,150.89025083068762,133.86910913253382,142.54118397794107,78.69561683585823,108.78773618713245,83.42321469100864,Cow_face_pose
159.42416435272273,129.15952727433603,43.15120964189615,67.809940119132,34.881691805206586,178.21190226520835,155.1570672162978,Cow_face_pose
170.24486867297728,130.94621822943628,135.01232981640464,136.70946514734618,81.19877669252323,95.05113724261601,81.76725666500396,Cow_face_pose
139.8562690548223,119.72682353801756,33.02549854528209,61.00743801128769,73.58376128415358,22.92064969857763,64.31542685132129,Cow_face_pose
169.31006336117247,159.39780404681622,134.78247913915376,121.17046250572193,88.73238783893197,92.22818557982235,95.07519517299563,Cow_face_pose
151.9637742269749,119.58394644988668,27.93884224962636,23.968012404622424,24.932463508768986,122.63848429893139,58.318586090627264,Cow_face_pose
126.58838311607143,162.22816826844905,25.19317995474527,47.84884873339104,31.483509155581217,138.62432014649937,121.54680635725916,Cow_face_pose
47.24396488370786,138.0645626157168,66.69282340743116,23.154287770333607,28.664914032968607,44.323513649597935,84.38920278905444,Cow_face_pose
119.36822919658472,154.18885724839564,28.3540922727073,23.235178431861954,83.20807928944923,105.88955005073315,76.17846987200056,Cow_face_pose
165.26811858469625,142.3622736571516,121.65309586328682,115.27418544892038,84.43354486874514,103.00758212234308,72.45724777063735,Cow_face_pose
120.44260324628407,92.49553577224664,36.85613589809388,26.14936798199049,50.97405050276497,161.3005804002852,82.26851474350616,Cow_face_pose
72.17334445653485,92.32726405333014,33.98299695922236,29.8080646114616,8.278479389782621,167.9698987773107,89.87820169865492,Cow_face_pose
104.09409075442176,63.004576298323705,29.732027372005096,51.253450428508664,142.74185881005945,46.360270397230614,90.58744362830495,Cow_face_pose
147.48260453698575,76.0675445497535,32.2923953120007,57.602236761966594,28.792125712902838,140.0301972407705,72.3704502026326,Cow_face_pose
69.10822168792485,145.45013389525207,139.79627289931187,93.0153671147817,27.353328178931974,45.94553628248988,102.03030625592088,Cow_face_pose
161.75555959847463,131.4207690331084,8.955574301276819,11.676244989838942,142.50309101575434,120.19754978743187,54.67748387814006,Cow_face_pose
73.41740789315942,99.25141643778149,42.694026052665,26.67214474810189,30.668260305876515,149.46030755736615,89.6360584163513,Cow_face_pose
85.32259487617131,111.22186912447008,33.69088227503207,49.60161385837989,131.99733899948285,24.937467692206372,65.51775934265903,Cow_face_pose
